시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
M10,충청북도교육청,8092007,괴산북중학교,Goesanbuk Middle School,중학교,충청북도,충청북도괴산증평교육지원청,공립,28027,충청북도 괴산군 괴산읍 임꺽정로 139,/ 괴산북중학교 (괴산읍),043-834-0433,http://school.cbe.go.kr/goesanbuk-m/,여,043-834-0432,,N,일반계,,전기,주간,19590624,19590624,20230615
M10,충청북도교육청,8092069,괴산오성중학교,GoesanOsung Middle School,중학교,충청북도,충청북도괴산증평교육지원청,공립,28006,충청북도 괴산군 감물면 오창로 56,(감물면),043-833-3495,http://school.cbe.go.kr/goesanosung-m,남여공학,043-833-3490,,N,,,전기,주간,20130304,20130515,20230615
M10,충청북도교육청,8092008,괴산중학교,Goesan Middle School,중학교,충청북도,충청북도괴산증평교육지원청,공립,28036,충청북도 괴산군 괴산읍 괴산로 3527,(괴산읍),043-832-0236,http://school.cbe.go.kr/goesan-m/,남,043-832-0259,,N,일반계,,전기,주간,19461001,19461001,20230615
M10,충청북도교육청,8011167,교동초등학교,Gyodong Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28778,충청북도 청주시 상당구 용암로 6,/ 교동초등학교 (용암동),043-293-3105,school.cbe.go.kr/gyodong-e/M01/,남여공학,043-293-3107,,N,일반계,,전기,주간,19330601,19330601,20230615
M10,충청북도교육청,8071014,구룡초등학교,YoungDong Kuryong Elementary School,초등학교,충청북도,충청북도영동교육지원청,공립,29110,충청북도 영동군 용산면 용산로 366,/ 구룡초등학교 (용산면/구룡초교),043-742-9010,http://school.cbe.go.kr/kuryong-e,남여공학,043-742-4277,,N,일반계,,전기,주간,19450310,19450428,20230615
M10,충청북도교육청,8081010,구정초등학교,Gujeong elementary school,초등학교,충청북도,충청북도진천교육지원청,공립,27861,충청북도 진천군 초평면 원댕이길 3,/ 구정초등학교 (초평면),043-838-2739,http://school.cbe.go.kr/gujeong-e/M01/,남여공학,043-838-1447,  ,N,일반계,,전기,주간,19440403,19440403,20230615
M10,충청북도교육청,8000308,국원고등학교,Gukwon High School,고등학교,충청북도,충청북도교육청,공립,27410,충청북도 충주시 사직산6길 20,/ 국원고등학교(구 남한강초) (문화동),043-844-7560,http://www.gukwon.hs.kr,남여공학,043-847-0903,일반고,N,일반계,,전기,주간,19291031,19291031,20230615
M10,충청북도교육청,8021028,국원초등학교,Gukwon Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27372,충청북도 충주시 국원초1길 47,/ 국원초등학교 (연수동),043-723-2300,http://school.cbe.go.kr/gukwon-e,남여공학,043-723-2303,  ,N,해당없음,,전기,주간,20080301,20080301,20230615
M10,충청북도교육청,8061010,군남초등학교,Gunnam Elementary School,초등학교,충청북도,충청북도옥천교육지원청,공립,29055,충청북도 옥천군 옥천읍 서대구일로 10,(옥천읍),043-733-6357,http://www.good.es.kr,남여공학,043-733-6358,  ,N,일반계,,전기,주간,19640409,19640409,20230615
M10,충청북도교육청,8061011,군서초등학교,Gunseo Elementary School,초등학교,충청북도,충청북도옥천교육지원청,공립,29059,충청북도 옥천군 군서면 성왕로 517,(군서면),043-733-5607,http://kunso.es.kr,남여공학,043-733-5606,,N,일반계,,전기,주간,19090615,19090615,20230615
M10,충청북도교육청,8000279,글로벌선진학교,글로벌선진학교,각종학교(고),충청북도,충청북도교육청,사립,27727,충청북도 음성군 원남면 원중로 406-9,/ 글로벌선진학교 (원남면/ 글로벌비전크리스찬스쿨),043-871-7091,http://www.gvcs-es.org,남여공학,043-871-7099,,N,해당없음,,전후기,주간,20110301,20110301,20230615
M10,충청북도교육청,8021048,금가초등학교,gumga elementary school,초등학교,충청북도,충청북도충주교육지원청,공립,27442,충청북도 충주시 금가면 가마골길 16,", 금가초등학교 (금가면)",043-853-2106,school.cbe.go.kr/gumga-e,남여공학,043-853-8973,  ,N,일반계,,전기,주간,19240425,19240425,20230615
M10,충청북도교육청,8081011,금구초등학교,kumgu elementary school,초등학교,충청북도,충청북도진천교육지원청,공립,27815,충청북도 진천군 이월면 진광로 972-12,(이월면),043-536-7794,http://school.cbe.go.kr/kumgu-e,남여공학,043-536-8731,  ,N,일반계,,전기,주간,19580401,19620401,20230615
M10,충청북도교육청,8031018,금성초등학교,gumsung elementary school,초등학교,충청북도,충청북도제천교육지원청,공립,27207,충청북도 제천시 금성면 국사봉로 1615,/ 금성초등학교 (금성면),043-652-7014,http://school.cbe.go.kr/gumsung-e,남여공학,043-652-8110,,N,일반계,,전기,주간,19300501,19300501,20230615
M10,충청북도교육청,8000038,금천고등학교,Keumcheon High School,고등학교,충청북도,충청북도교육청,공립,28751,충청북도 청주시 상당구 호미로233번길 65,/ 금천고등학교 (금천동),043-286-4012,school.cbe.go.kr/kch-h,남여공학,043-286-4015,일반고,N,일반계,,전기,주간,19880305,19880305,20230615
M10,충청북도교육청,8011011,금천중학교,Geumcheon Middle School,중학교,충청북도,충청북도청주교육지원청,공립,28747,충청북도 청주시 상당구 호미로 278,(금천동),043-287-0642,http://www.geumcheon.ms.kr/,남여공학,043-287-0644,,N,해당없음,,전기,주간,20050301,20050427,20230615
M10,충청북도교육청,8011168,금천초등학교,Kumchun Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28728,충청북도 청주시 상당구 수영로 248,(금천동/ 금천초등학교),043-259-6880,http://www.kumchon-e.es.kr,남여공학,043-257-3090,  ,N,일반계,,전기,주간,19831216,19831216,20230615
M10,충청북도교육청,8000197,꽃동네학교,kkottongne school,특수학교,충청북도,충청북도교육청,사립,27736,충청북도 음성군 맹동면 원중로1119번길 42,/ 꽃동네학교 (맹동면/꽃동네학교),043-882-7700,https://school.cbe.go.kr/kkot-s,남여공학,043-882-9500,,N,일반계,,전기,주간,20001120,20010315,20230615
M10,충청북도교육청,8031019,남당초등학교,NamDang Elementary School,초등학교,충청북도,충청북도제천교육지원청,공립,27194,충청북도 제천시 청풍호로2길 4-5,/ 남당초등학교 (영천동),043-643-2291,http://school.cbe.go.kr/namdang-e,남여공학,043-646-8102,  ,N,일반계,,전기,주간,19591205,19591205,20230615
M10,충청북도교육청,8011012,남성중학교,Namseong Middle School,중학교,충청북도,충청북도청주교육지원청,공립,28798,충청북도 청주시 서원구 청남로 1984,(분평동),043-292-0342,http://school.cbe.go.kr/cjnamseong-m/M01,남여공학,043-292-0343,  ,N,일반계,,전기,주간,19930527,19930527,20230615
M10,충청북도교육청,8011169,남성초등학교,Namsung Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28798,충청북도 청주시 서원구 청남로 1964,(분평동/ 남성초등학교),043-296-1512,http://school.cbe.go.kr/namseong-e,남여공학,043-292-1216,  ,N,일반계,,전기,주간,19490910,19490910,20230615
M10,충청북도교육청,8101016,남신초등학교,Namsin Elementary School,초등학교,충청북도,충청북도음성교육지원청,공립,27704,충청북도 음성군 음성읍 설성로 33-20,/ (음성읍/남신초등학교(병설유치원)) ,043-872-4028,http://school.cbe.go.kr/namshin-e,남여공학,043-872-9787,  ,N,일반계,,전기,주간,19680301,19680301,20230615
M10,충청북도교육청,8011294,남이초등학교,Nami elementary school,초등학교,충청북도,충청북도청주교육지원청,공립,28180,충청북도 청주시 서원구 남이면 대련길 61,(남이면),043-260-6429,http://school.cbe.go.kr/nami-e,남여공학,043260-8127,  ,N,일반계,,전기,주간,19211030,19211030,20230615
M10,충청북도교육청,8011295,남일초등학교,Namil elementary school,초등학교,충청북도,충청북도청주교육지원청,공립,28187,충청북도 청주시 상당구 남일면 단재로 630,/ 남일초등학교 ,043-299-5603,http://school.cbe.go.kr/namil-e,남여공학,043-298-5623,,N,일반계,,전기,주간,19250512,19250512,20231015
M10,충청북도교육청,8031020,남천초등학교,NamChon Elementary School,초등학교,충청북도,충청북도제천교육지원청,공립,27174,충청북도 제천시 풍양로21안길 25,(남천동),043-644-2331,http://school.cbe.go.kr/namchon-e/M01,남여공학,043-646-8103,,N,일반계,,전기,주간,19640804,19650303,20230615
M10,충청북도교육청,8011213,남평초등학교,Nampyeong Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28791,충청북도 청주시 서원구 월평로 35,/ 남평초등학교 (분평동/ 남평초등학교),043-295-6471,http://school.cbe.go.kr/nampyeong-e,남여공학,043-295-6475,,N,일반계,,전기,주간,19990901,19970502,20230615
M10,충청북도교육청,8011296,낭성초등학교,NangSong elemantary school,초등학교,충청북도,충청북도청주교육지원청,공립,28193,충청북도 청주시 상당구 낭성면 낭성시내길 5,/ 낭성초등학교 (낭성면),043-225-9957,http://school.cbe.go.kr/nangsong-e,남여공학,043-225-9771,  ,N,일반계,,전기,주간,19280420,19280420,20230615
M10,충청북도교육청,8051012,내북초등학교,NaeBuk Elementary School,초등학교,충청북도,충청북도보은교육지원청,공립,28906,충청북도 보은군 내북면 화전길 20,/ 내북초등학교 (내북면),043-542-0245,http://school.cbe.go.kr/cbnaebuk-e,남여공학,043-542-0742,,N,일반계,,전기,주간,19321221,19330401,20230615
M10,충청북도교육청,8011323,내수중학교,NaeSu Middle School,중학교,충청북도,충청북도청주교육지원청,공립,28145,충청북도 청주시 청원구 내수읍 마산3길 38,(내수읍/내수중학교),043-214-0711,http://school.cbe.go.kr/naesu-m,남여공학,043-214-6254,  ,N,일반계,,전기,주간,19530505,19530505,20230615
M10,충청북도교육청,8011297,내수초등학교,NaeSu elementary school,초등학교,충청북도,충청북도청주교육지원청,공립,28145,충청북도 청주시 청원구 내수읍 마산1길 114-1,(내수읍/내수초등학교),043-214-0610,http://www.naesu.es.kr,남여공학,043-214-6251,  ,N,일반계,,전기,주간,19171124,19171124,20230615
M10,충청북도교육청,8031005,내토중학교,Naeto Middle School,중학교,충청북도,충청북도제천교육지원청,공립,27167,충청북도 제천시 장락로 18,(장락동/ 내토중학교),043-652-6982,http://school.cbe.go.kr/naeto-m/,남여공학,043-652-6987,,N,일반계,,후기,주간,20030301,20030301,20230615
M10,충청북도교육청,8031021,내토초등학교,naeto elementary school,초등학교,충청북도,충청북도제천교육지원청,공립,27178,충청북도 제천시 관전로 99,(신백동),043-642-5270,http://school.cbe.go.kr/naeto-e,남여공학,043-645-5270,,N,해당없음,,후기,주간,20040901,20041025,20230615
M10,충청북도교육청,8021007,노은중학교,Noeun Middle School,중학교,충청북도,충청북도충주교육지원청,공립,27452,충북 충주시 노은면 감노로 1387,(노은면/노은중학교),043-853-5935,http://school.cbe.go.kr/noun-m,남여공학,043-853-6158,  ,N,일반계,,전기,주간,19691014,19691014,20230615
M10,충청북도교육청,8021050,노은초등학교,Noun Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27452,충청북도 충주시 노은면 연하중앙길 27,/ 노은초등학교 (노은면),043-853-1920,http://school.cbe.go.kr/noeun-e,남여공학,043-853-5554,,N,일반계,,전기,주간,19200428,19210428,20230615
M10,충청북도교육청,8011343,다다예술학교,다다예술학교,각종학교(중),충청북도,충청북도청주교육지원청,사립,28194,충청북도 청주시 상당구 낭성면 단재로 1794,(낭성면),043-288-5160,http://www.ddart.org,남여공학,043-258-5161,,N,,,전기,주간,20170301,20170301,20230615
M10,충청북도교육청,8111006,단성중학교,Danseong middle school,중학교,충청북도,충청북도단양교육지원청,공립,27025,충청북도 단양군 단성면 월악로 4633,/ 단성중학교 ,043-422-0792,http://dansung.ms.kr/,남여공학,043-422-0573,  ,N,일반계,,전기,주간,19690315,19690315,20230615
M10,충청북도교육청,8000040,단양고등학교,Danyang High School,고등학교,충청북도,충청북도교육청,공립,27012,충청북도 단양군 단양읍 수변로 2,(단양읍/ 단양고등학교),043-422-3522,http://school.cbe.go.kr/danyang-h/M01,남여공학,043-422-3894,자율고,N,일반계,,전기,주간,19681120,19690315,20230615
M10,충청북도교육청,8111045,단양소백산중학교,Danyang Sobaeksan Middle School,중학교,충청북도,충청북도단양교육지원청,공립,27017,충청북도 단양군 영춘면 장발선돌길 14,(영춘면),043-423-9621,school.cbe.go.kr/sobaeksan-m,남여공학,043-423-9623,,N,,,전기,주간,20170301,20170301,20240616
M10,충청북도교육청,8111007,단양중학교,Danyang Middle School,중학교,충청북도,충청북도단양교육지원청,공립,27012,충청북도 단양군 단양읍 도전9길 12,/ 단양중학교 (단양읍),043-422-2280,https://school.cbe.go.kr/danyang-m/,남여공학,043-423-2996,  ,N,일반계,,전기,주간,19450501,19450501,20230615
M10,충청북도교육청,8111013,단양초등학교,Danyang Elementary School ,초등학교,충청북도,충청북도단양교육지원청,공립,27012,충청북도 단양군 단양읍 도전2길 15,/ 단양초등학교 (단양읍),043-421-2655,school.cbe.go.kr/danyang-e,남여공학,043-423-1729,  ,N,일반계,,전기,주간,19090203,19090203,20230615
M10,충청북도교육청,8021051,단월초등학교,Danweol Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27478,충청북도 충주시 신대2길 12,/ 단월초등학교 (단월동/단월초교),043-851-2721,http://school.cbe.go.kr/danweol-e,남여공학,043-851-2867,,N,일반계,,전기,주간,19460901,19461001,20230615
M10,충청북도교육청,8011348,단재초등학교,??DANJAE ELEMENTARY SCHOOL,초등학교,충청북도,충청북도청주교육지원청,공립,28725,충청북도 청주시 상당구 단재로 350,", 단재초등학교 (방서동)",043-284-0061,http://school.cbe.go.kr/danjae-e,남여공학,297-0657,,N,,,전기,주간,20190301,20190301,20230615
M10,충청북도교육청,8111014,단천초등학교,Dancheon Elementary School,초등학교,충청북도,충청북도단양교육지원청,공립,27027,충청북도 단양군 단성면 북상하리길 53,/ 단천초등학교 (단성면),043-422-0597,http://school.cbe.go.kr/dancheon-e/,남여공학,043-422-6270,,N,일반계,,전기,주간,19660302,19660302,20230615
M10,충청북도교육청,8021052,달천초등학교,Dalcheon  Elementry School,초등학교,충청북도,충청북도충주교육지원청,공립,27475,충청북도 충주시 중원대로 3846,/ 달천초등학교 (용두동),043-853-2721,http://school.cbe.go.kr/dalcheon-e/,남여공학,043-853-3064,  ,N,일반계,,전기,주간,19470401,19470401,20230615
M10,충청북도교육청,8021082,달천초등학교매현분교장,Maehyun Branch of the Dalcheon Elementry School,초등학교,충청북도,충청북도충주교육지원청,공립,27474,충청북도 충주시 대소원면 매현새터2길 10,/ 달천초등학교 매현분교 (대소원면),043-856-9073,http://school.cbe.go.kr/dalcheon-e/,남여공학,043-856-4817,  ,N,일반계,,전기,주간,19440410,19440410,20230615
M10,충청북도교육청,8111015,대가초등학교,Daega elementary school,초등학교,충청북도,충청북도단양교육지원청,공립,27000,충청북도 단양군 적성면 적성로 453,(적성면),043-422-1987,http://school.cbe.go.kr/taega-e/M01,남여공학,043-422-4293,,N,일반계,,전기,주간,19410331,19410331,20240623
M10,충청북도교육청,8111016,대강초등학교,Daegang Elementary School,초등학교,충청북도,충청북도단양교육지원청,공립,27027,충청북도 단양군 대강면 대강로 6,/ 대강초등학교 (대강면),043-422-9416,http://school.cbe.go.kr/daegang-e,남여공학,043-422-9962,  ,N,일반계,,전기,주간,19290415,19290415,20230615
M10,충청북도교육청,8000431,대금고등학교,Daegeum High School,고등학교,충청북도,충청북도교육청,공립,27644,충청북도 음성군 금왕읍 신내로 507,/ 대금고등학교 (금왕읍),043-750-5505,http://school.cbe.go.kr/daegeum-h,남여공학,043-750-5599,일반고,N,일반계,,전기,주간,20140301,20140301,20230615
M10,충청북도교육청,8011298,대길초등학교,DaeGil elementary school,초등학교,충청북도,충청북도청주교육지원청,공립,28140,충청북도 청주시 청원구 북이면 대길길 28-24,/ 대길초등학교 (북이면),043-214-0221,http://school.cbe.go.kr/daegil-e,남여공학,043-214-6250,  ,N,일반계,,전기,주간,19470901,19470901,20230615
M10,충청북도교육청,8021053,대미초등학교,Daemi elementary school,초등학교,충청북도,충청북도충주교육지원청,공립,27443,충청북도 충주시 동량면 대미길 62,(동량면),043-853-8006,http://school.cbe.go.kr/daemi-e/,남여공학,043-853-3612,  ,N,일반계,,전기,주간,19580813,19580813,20230615
M10,충청북도교육청,8000135,대성여자상업고등학교,DAESEONG GIRLS COMMERCIAL HIGH SCHOOL,고등학교,충청북도,충청북도교육청,사립,28507,충청북도 청주시 상당구 대성로 220,(수동),043-253-7422,http://school.cbe.go.kr/cds-h/M01,여,043-221-7421,특성화고,N,전문계,,전기,주간,19600319,19600319,20230615
M10,충청북도교육청,8011152,대성여자중학교,Daesung Girls Middle School,중학교,충청북도,충청북도청주교육지원청,사립,28507,충청북도 청주시 상당구 대성로 208,/ 대성여자중학교 (수동),043-255-4251,http://210.106.100.174/dsg-m/M01/,여,043-252-3098,,N,일반계,,전기,주간,19590310,19590409,20230615
M10,충청북도교육청,8011153,대성중학교,Daesung Middle School,중학교,충청북도,충청북도청주교육지원청,사립,28456,충청북도 청주시 흥덕구 사운로 342,(신봉동),043-262-5873,http://www.cjdaesung.ms.kr/,남여공학,043-267-6825,  ,N,일반계,,전기,주간,19510901,19510901,20230615
M10,충청북도교육청,8101007,대소중학교,daeso middle school,중학교,충청북도,충청북도음성교육지원청,공립,27675,충청북도 음성군 대소면 대동로869번길 15,/ 대소중학교 (대소면),043-881-7063,http://school.cbe.go.kr/daeso-m/M01,남여공학,043-877-5676,  ,N,일반계,,전기,주간,19741227,19741227,20230615
M10,충청북도교육청,8101018,대소초등학교,daeso elementary school,초등학교,충청북도,충청북도음성교육지원청,공립,27668,충청북도 음성군 대소면 오태로 110-12,/ 대소초등학교 (대소면),043-881-7009,http://www.daeeso.es.kr/,남여공학,043-877-5993,  ,N,일반계,,전기,주간,19290320,19290501,20230615
M10,충청북도교육청,8031006,대제중학교,Daeje Middle School,중학교,충청북도,충청북도제천교육지원청,사립,27154,충청북도 제천시 청전대로1길 29,(청전동/대제중학교),043-643-7282,https://school.cbe.go.kr/daeje-m,남,043-644-7284,,N,일반계,,전기,주간,19570417,19570417,20230615
M10,충청북도교육청,8011172,덕벌초등학교,Deogbeol Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28485,충청북도 청주시 청원구 1순환로339번길 86,/ 덕벌초등학교 (우암동),043-255-4777,www.deogbeol.es.kr,남여공학,043-256-8446,  ,N,일반계,,전기,주간,19890522,19890522,20230615
M10,충청북도교육청,8081005,덕산중학교,Deoksan Middle School,중학교,충청북도,충청북도진천교육지원청,공립,27853,충청북도 진천군 덕산읍 몽촌2길 19,(덕산읍/ 덕산중학교),043-536-4281,school.cbe.go.kr/jcds-m,남여공학,043-536-8772,,N,일반계,,전기,주간,19550925,19550925,20230615
M10,충청북도교육청,8011173,덕성초등학교,Toksong Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28350,충청북도 청주시 청원구 공항로 113,(율량동/덕성초등학교),043-211-2891,school.cbe.go.kr/deokseong-e,남여공학,043-211-3086,,N,일반계,,전기,주간,19490831,19490901,20230615
M10,충청북도교육청,8021055,덕신초등학교,Dukshin elementary school,초등학교,충청북도,충청북도충주교육지원청,공립,27460,충청북도 충주시 주덕읍 매남구술길 12,/ 덕신초등학교 (주덕읍/덕신초등학교),043-846-6333,http://school.cbe.go.kr/deoksin-e,남여공학,043-851-3561,  ,N,일반계,,전기,주간,19461001,19461001,20230615
M10,충청북도교육청,8092021,도안초등학교,Doan Elementary School,초등학교,충청북도,충청북도괴산증평교육지원청,공립,27903,충청북도 증평군 도안면 화성로 101,(도안면/ 도안초등학교),043-836-8015,http://school.cbe.go.kr/doan-e/M01,남여공학,043-836-8920,  ,N,일반계,,전기,주간,19250420,19250420,20230615
M10,충청북도교육청,8051013,동광초등학교,Donggwang Elementary School,초등학교,충청북도,충청북도보은교육지원청,공립,28942,충청북도 보은군 보은읍 동광길 26,/ 동광초등학교 (보은읍),043-543-2621,school.cbe.go.kr/boeundonggwang-e,남여공학,043-543-1971,  ,N,일반계,,전기,주간,19660603,19660603,20230615
M10,충청북도교육청,8021057,동량초등학교,dongryang elementary school,초등학교,충청북도,충청북도충주교육지원청,공립,27320,충청북도 충주시 동량면 대전조돈길 395,/ 동량초등학교 (동량면),043-851-0413,http://www.dongryang.es.kr,남여공학,043-851-2666,  ,N,일반계,,전기,주간,19310427,19310427,20230615
M10,충청북도교육청,8031022,동명초등학교,dongmyong elementary school,초등학교,충청북도,충청북도제천교육지원청,공립,27188,충청북도 제천시 원뜰로 35,(천남동),043-642-2321,http://school.cbe.go.kr/jcdm-e/,남여공학,043-646-8100,  ,N,일반계,,전기,주간,19081120,19081120,20230615
M10,충청북도교육청,8000530,동성고등학교,Dong-seong High School,고등학교,충청북도,충청북도교육청,공립,27737,충청북도 음성군 맹동면 대하로 315,/ . (맹동면),043-927-1933,https://school.cbe.go.kr/ds-h/,남여공학,043-927-1995,일반고,N,일반계,,전기,주간,20230301,20230501,20230615
M10,충청북도교육청,8101070,동성중학교,Dongsung Middle School,중학교,충청북도,충청북도음성교육지원청,공립,27738,충청북도 음성군 학예로 32 ,/ (맹동면),043-750-5000,http://school.cbe.go.kr/dongseong-m/,남여공학,043-750-5050,,N,,,전기,주간,20140301,20140925,20230615
M10,충청북도교육청,8101069,동성초등학교,DongSeong Elementary School,초등학교,충청북도,충청북도음성교육지원청,공립,27738,충청북도 음성군 맹동면 학예로 50,/ 동성초등학교 (맹동면),043-750-5200,http://school.cbe.go.kr/ds-e/,남여공학,043-750-5299,,N,,,전기,주간,20140301,20140301,20230615
M10,충청북도교육청,8061013,동이초등학교,Dongi Elementary School,초등학교,충청북도,충청북도옥천교육지원청,공립,29024,충청북도 옥천군 동이면 평산길 6,/ 동이초등학교 (동이면),043-732-7268,http://school.cbe.go.kr/dongi-e,남여공학,043-733-5451,  ,N,일반계,,전기,주간,19360420,19360420,20230615
M10,충청북도교육청,8061022,동이초등학교우산분교장,Woosan Branch of the Dongi Elementary School,초등학교,충청북도,충청북도옥천교육지원청,공립,29022,충청북도 옥천군 동이면 우산로2길 23,(동이면/ 동이 우산분교),043-732-3400,http://school.cbe.go.kr/dongi-e,남여공학,043-733-4386,,N,일반계,,전기,주간,19650301,19650301,20230624
M10,충청북도교육청,8092022,동인초등학교,Dong In Elementary School,초등학교,충청북도,충청북도괴산증평교육지원청,공립,28034,충청북도 괴산군 괴산읍 읍내로2길 15-8,(괴산읍),043-834-0568,http://school.cbe.go.kr/dongin-e,남여공학,043-834-0572,  ,N,일반계,,전기,주간,19620315,19620315,20230615
M10,충청북도교육청,8011171,동주초등학교,DongJu Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28753,충청북도 청주시 상당구 호미로 269,(금천동),043-292-3014,http://school.cbe.go.kr/dongju-e,남여공학,043-292-3019,,N,일반계,,전기,주간,20020901,20021010,20230615
M10,충청북도교육청,8011299,동화초등학교,DongHwa elementary school,초등학교,충청북도,충청북도청주교육지원청,공립,28207,충청북도 청주시 상당구 남일면 척산화당로 539,(남일면/동화초등학교),043-298-4477,http://school.cbe.go.kr/donghwa-e,남여공학,043-298-5583,,N,일반계,,전기,주간,19630913,19630913,20240616
M10,충청북도교육청,8031023,두학초등학교,duhak elementary school,초등학교,충청북도,충청북도제천교육지원청,공립,27130,충청북도 제천시 의병대로 415,(흑석동),043-643-6642,http://school.cbe.go.kr/duhak-e,남여공학,043-646-8108,  ,N,일반계,,전기,주간,19461006,19461006,20230615
M10,충청북도교육청,8011300,만수초등학교,Mansu Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28166,충청북도 청주시 흥덕구 오송읍 만수2길 11,(오송읍/ 만수초등학교),043-238-2702,http://school.cbe.go.kr/mansue-e,남여공학,043-238-2706,  ,N,일반계,,전기,주간,19560427,19560427,20230615
M10,충청북도교육청,8081012,만승초등학교,mansung elementary school,초등학교,충청북도,충청북도진천교육지원청,공립,27802,충청북도 진천군 광혜원면 중리길 11,(광혜원면/ 만승초등학교),043-535-3290,school.cbe.go.kr/mansung-e,남여공학,043-535-1412,  ,N,일반계,,전기,주간,19300419,19300419,20230615
M10,충청북도교육청,8071015,매곡초등학교,Maegok Elementary School,초등학교,충청북도,충청북도영동교육지원청,공립,29121,충청북도 영동군 매곡면 민주지산로 3609,(매곡면),043-743-2181,http://school.cbe.go.kr/maegok-e,남여공학,043-743-5618,,N,일반계,,전기,주간,19350527,19350527,20230615
M10,충청북도교육청,8000183,매괴고등학교,Maegoe High School,고등학교,충청북도,충청북도교육청,사립,27602,충북 음성군 감곡면 매괴길 10,/ 매괴고등학교 ,043-881-3188,http://school.cbe.go.kr/maegoe-h/M01,남여공학,043-877-9114,일반고,N,일반계,,전기,주간,19540726,19540726,20230615
M10,충청북도교육청,8101012,매괴여자중학교,Maegoe Girls Middle School,중학교,충청북도,충청북도음성교육지원청,사립,27602,충청북도 음성군 감곡면 매괴길 10,/ 매괴여자중학교 (감곡면),043-881-3190,http://school.cbe.go.kr/maegoe-m,여,043-877-9114,  ,N,일반계,,전기,주간,19660311,19660311,20230615
M10,충청북도교육청,8111008,매포중학교,Maepo Middle School,중학교,충청북도,충청북도단양교육지원청,공립,27004,충청북도 단양군 매포읍 평동1로 13,/ 매포중학교 (매포읍),043-422-3811,http://school.cbe.go.kr/maepo-m,남여공학,043-422-3821,  ,N,일반계,,전기,주간,19691118,19691118,20230615
M10,충청북도교육청,8111017,매포초등학교,Maepo elementary school,초등학교,충청북도,충청북도단양교육지원청,공립,27005,충청북도 단양군 매포읍 단양로 1929,(매포읍/매포초등학교),043-422-4132,http://www.maepo.es.kr,남여공학,043-422-8177,  ,N,일반계,,전기,주간,19230605,19230605,20230615
M10,충청북도교육청,8101020,맹동초등학교,maengdong elementary school,초등학교,충청북도,충청북도음성교육지원청,공립,27733,충청북도 음성군 맹동면 대동로 9,", 맹동초등학교 (맹동면)",043-878-9013,http://school.cbe.go.kr/maengdong-e,남여공학,043-877-2648,  ,N,일반계,,전기,주간,19230328,19230618,20230615
M10,충청북도교육청,8031024,명지초등학교,Myeongji Elementary School,초등학교,충청북도,충청북도제천교육지원청,공립,27201,충청북도 제천시 강명길 21,(명지동),043-643-4290,http://school.cbe.go.kr/myeongji-e,남여공학,043-646-8109,,N,일반계,,전기,주간,19691202,19701116,20230615
M10,충청북도교육청,8011174,모충초등학교,Mochung Elementry School,초등학교,충청북도,충청북도청주교육지원청,공립,28671,충청북도 청주시 서원구 쌍샘로 49,(모충동/모충초등학교),043-262-5084,http://school.cbe.go.kr/mochung-e/M01/,남여공학,043-267-1218,  ,N,일반계,,전기,주간,19670902,19670902,20230615
M10,충청북도교육청,8000532,목도나루학교,목도나루학교,각종학교(고),충청북도,충청북도교육청,공립,28002,충청북도 괴산군 불정면 한불로청덕1길 50-15,(불정면/ 목도고등학교),043-760-7782,http://school.cbe.go.kr/mokdonaru-h,남여공학,043-760-7784,,N,,,전기,주간,20230301,20230301,20230615
M10,충청북도교육청,8092023,목도초등학교,Mokdo Elementary School,초등학교,충청북도,충청북도괴산증평교육지원청,공립,28002,충청북도 괴산군 불정면 목도로 42-1,/ 목도초등학교 (불정면),043-833-7283,http://school.cbe.go.kr/mokdo-e,남여공학,043-833-2236,  ,N,일반계,,전기,주간,19191010,19191010,20230615
M10,충청북도교육청,8021058,목행초등학교,mokhaeng elementary school,초등학교,충청북도,충청북도충주교육지원청,공립,27435,충청북도 충주시 목행초길 16,/ 목행초등학교 (목행동),043-853-2904,http://school.cbe.go.kr/mokhaeng-e/,남여공학,043-853-3375,  ,N,일반계,,전기,주간,19460901,19460901,20230615
